RentalID,Date,Year,Month,IsSeason,IsWeekend,VehicleType,RentalDays,DailyPriceLKR,TotalPriceLKR,CustomerType,Notes
85,2023-01-14,2023,1,1,1,Car,3,9500,28500,,
86,2023-01-14,2023,1,1,1,Car,3,9500,28500,,
87,2023-01-15,2023,1,1,1,Car,3,9500,28500,,
88,2023-01-15,2023,1,1,1,Car,1,7500,7500,,
89,2023-01-15,2023,1,1,1,Car,3,9500,28500,,
90,2023-01-15,2023,1,1,1,Bike,3,2000,6000,,
91,2023-01-15,2023,1,1,1,Car,2,9500,19000,,
92,2023-01-15,2023,1,1,1,Car,3,9500,28500,,
93,2023-01-15,2023,1,1,1,Car,3,9500,28500,,
94,2023-01-15,2023,1,1,1,Tuk Tuk,1,4000,4000,,
95,2023-01-16,2023,1,1,0,Bike,3,2000,6000,,
96,2023-01-16,2023,1,1,0,Bike,3,2000,6000,,
97,2023-01-16,2023,1,1,0,Bike,3,2000,6000,,
98,2023-01-16,2023,1,1,0,Car,3,8000,24000,,
99,2023-01-16,2023,1,1,0,Bike,1,2000,2000,,
100,2023-01-17,2023,1,1,0,Tuk Tuk,1,4500,4500,,
101,2023-01-17,2023,1,1,0,Car,3,8000,24000,,
102,2023-01-17,2023,1,1,0,Bike,1,2000,2000,,
103,2023-01-17,2023,1,1,0,Bike,2,2000,4000,,
104,2023-01-17,2023,1,1,0,Bike,1,2000,2000,,
105,2023-01-17,2023,1,1,0,Bike,1,2000,2000,,
106,2023-01-18,2023,1,1,0,Bike,4,2000,8000,,
107,2023-01-18,2023,1,1,0,Bike,2,2000,4000,,
108,2023-01-18,2023,1,1,0,Bike,3,2000,6000,,
109,2023-01-18,2023,1,1,0,Bike,2,2000,4000,,
110,2023-01-18,2023,1,1,0,Tuk Tuk,1,3500,3500,,
111,2023-01-18,2023,1,1,0,Car,1,8000,8000,,
112,2023-01-18,2023,1,1,0,Bike,3,2000,6000,,
113,2023-01-19,2023,1,1,0,Bike,1,2000,2000,,
114,2023-01-19,2023,1,1,0,Tuk Tuk,1,4500,4500,,
115,2023-01-19,2023,1,1,0,Bike,4,2000,8000,,
116,2023-01-19,2023,1,1,0,Bike,1,2000,2000,,
117,2023-01-19,2023,1,1,0,Car,1,6500,6500,,
118,2023-01-19,2023,1,1,0,Bike,3,2000,6000,,
119,2023-01-19,2023,1,1,0,Bike,2,2000,4000,,
120,2023-01-19,2023,1,1,0,Bike,4,2000,8000,,
121,2023-01-20,2023,1,1,0,Bike,3,2000,6000,,
122,2023-01-20,2023,1,1,0,Car,3,8000,24000,,
123,2023-01-20,2023,1,1,0,Bike,2,2000,4000,,
124,2023-01-21,2023,1,1,1,Bike,4,2500,10000,,
125,2023-01-21,2023,1,1,1,Car,3,7500,22500,,
126,2023-01-21,2023,1,1,1,Car,1,9500,9500,,
127,2023-01-21,2023,1,1,1,Tuk Tuk,4,5000,20000,,
128,2023-01-21,2023,1,1,1,Car,4,9500,38000,,
129,2023-01-21,2023,1,1,1,Car,1,7500,7500,,
130,2023-01-21,2023,1,1,1,Car,1,9500,9500,,
131,2023-01-21,2023,1,1,1,Bike,4,2500,10000,,
132,2023-01-21,2023,1,1,1,Car,2,7500,15000,,
133,2023-01-22,2023,1,1,1,Car,3,9500,28500,,
134,2023-01-22,2023,1,1,1,Bike,3,2500,7500,,
135,2023-01-22,2023,1,1,1,Car,1,9500,9500,,
136,2023-01-22,2023,1,1,1,Car,2,9500,19000,,
137,2023-01-23,2023,1,1,0,Bike,4,2000,8000,,
138,2023-01-23,2023,1,1,0,Bike,2,2000,4000,,
139,2023-01-23,2023,1,1,0,Car,3,8000,24000,,
140,2023-01-23,2023,1,1,0,Bike,4,2000,8000,,
141,2023-01-23,2023,1,1,0,Bike,3,2000,6000,,
142,2023-01-23,2023,1,1,0,Tuk Tuk,4,3500,14000,,
143,2023-01-23,2023,1,1,0,Bike,3,2000,6000,,
144,2023-01-24,2023,1,1,0,Bike,3,2000,6000,,
145,2023-01-25,2023,1,1,0,Bike,4,2000,8000,,
146,2023-01-25,2023,1,1,0,Bike,3,2000,6000,,
147,2023-01-25,2023,1,1,0,Bike,4,2000,8000,,
148,2023-01-25,2023,1,1,0,Car,2,8000,16000,,
149,2023-01-25,2023,1,1,0,Tuk Tuk,4,3500,14000,,
150,2023-01-25,2023,1,1,0,Bike,3,2000,6000,,
151,2023-01-26,2023,1,1,0,Bike,2,2000,4000,,
152,2023-01-26,2023,1,1,0,Bike,3,2000,6000,,
153,2023-01-26,2023,1,1,0,Bike,4,2000,8000,,
154,2023-01-26,2023,1,1,0,Car,2,6500,13000,,
155,2023-01-26,2023,1,1,0,Car,3,6500,19500,,
156,2023-01-26,2023,1,1,0,Tuk Tuk,2,4500,9000,,
157,2023-01-26,2023,1,1,0,Bike,3,2000,6000,,
158,2023-01-26,2023,1,1,0,Bike,3,2000,6000,,
159,2023-01-26,2023,1,1,0,Bike,4,2000,8000,,
160,2023-01-27,2023,1,1,0,Bike,4,2000,8000,,
161,2023-01-27,2023,1,1,0,Bike,1,2000,2000,,
162,2023-01-27,2023,1,1,0,Bike,3,2000,6000,,
163,2023-01-27,2023,1,1,0,Car,2,6500,13000,,
164,2023-01-28,2023,1,1,1,Car,4,7500,30000,,
165,2023-01-28,2023,1,1,1,Car,4,9500,38000,,
166,2023-01-28,2023,1,1,1,Tuk Tuk,4,5000,20000,,
167,2023-01-28,2023,1,1,1,Bike,3,2500,7500,,
168,2023-01-28,2023,1,1,1,Car,4,7500,30000,,
169,2023-01-28,2023,1,1,1,Car,3,7500,22500,,
170,2023-01-28,2023,1,1,1,Car,1,9500,9500,,
171,2023-01-29,2023,1,1,1,Car,2,9500,19000,,
172,2023-01-29,2023,1,1,1,Car,4,9500,38000,,
173,2023-01-30,2023,1,1,0,Car,2,8000,16000,,
174,2023-01-30,2023,1,1,0,Bike,2,2000,4000,,
175,2023-01-30,2023,1,1,0,Bike,4,2000,8000,,
176,2023-01-31,2023,1,1,0,Bike,4,2000,8000,,
177,2023-01-31,2023,1,1,0,Car,3,8000,24000,,
178,2023-01-31,2023,1,1,0,Bike,3,2000,6000,,
179,2023-01-31,2023,1,1,0,Bike,3,2000,6000,,
180,2023-01-31,2023,1,1,0,Bike,1,2000,2000,,
181,2023-02-01,2023,2,1,0,Bike,1,2000,2000,,
182,2023-02-01,2023,2,1,0,Bike,2,2000,4000,,
183,2023-02-01,2023,2,1,0,Bike,1,1500,1500,,
184,2023-02-01,2023,2,1,0,Car,2,6000,12000,,
185,2023-02-01,2023,2,1,0,Bike,2,2000,4000,,
186,2023-02-01,2023,2,1,0,Tuk Tuk,1,4000,4000,,
187,2023-02-02,2023,2,1,0,Bike,4,2000,8000,,
188,2023-02-02,2023,2,1,0,Bike,1,2000,2000,,
189,2023-02-02,2023,2,1,0,Car,3,7500,22500,,
190,2023-02-02,2023,2,1,0,Bike,2,2000,4000,,
191,2023-02-03,2023,2,1,0,Car,1,7500,7500,,
192,2023-02-03,2023,2,1,0,Bike,1,1500,1500,,
193,2023-02-03,2023,2,1,0,Bike,3,2000,6000,,
194,2023-02-03,2023,2,1,0,Bike,1,1500,1500,,
195,2023-02-04,2023,2,1,1,Car,2,7000,14000,,
196,2023-02-04,2023,2,1,1,Car,2,7000,14000,,
197,2023-02-05,2023,2,1,1,Car,2,7000,14000,,
198,2023-02-05,2023,2,1,1,Car,4,7000,28000,,
199,2023-02-05,2023,2,1,1,Bike,2,2000,4000,,
200,2023-02-05,2023,2,1,1,Car,2,7000,14000,,
201,2023-02-06,2023,2,1,0,Bike,1,2000,2000,,
202,2023-02-06,2023,2,1,0,Bike,1,2000,2000,,
203,2023-02-06,2023,2,1,0,Car,1,7500,7500,,
204,2023-02-06,2023,2,1,0,Bike,4,2000,8000,,
205,2023-02-06,2023,2,1,0,Bike,1,2000,2000,,
206,2023-02-06,2023,2,1,0,Tuk Tuk,3,4000,12000,,
207,2023-02-07,2023,2,1,0,Car,4,7500,30000,,
208,2023-02-07,2023,2,1,0,Bike,4,2000,8000,,
209,2023-02-07,2023,2,1,0,Bike,3,2000,6000,,
210,2023-02-08,2023,2,1,0,Bike,4,2000,8000,,
211,2023-02-08,2023,2,1,0,Bike,1,1500,1500,,
212,2023-02-08,2023,2,1,0,Tuk Tuk,2,3500,7000,,
213,2023-02-08,2023,2,1,0,Bike,4,2000,8000,,
214,2023-02-08,2023,2,1,0,Bike,4,2000,8000,,
215,2023-02-08,2023,2,1,0,Car,2,7500,15000,,
216,2023-02-08,2023,2,1,0,Bike,3,1500,4500,,
217,2023-02-08,2023,2,1,0,Bike,3,1500,4500,,
218,2023-02-09,2023,2,1,0,Bike,4,1500,6000,,
219,2023-02-09,2023,2,1,0,Bike,2,2000,4000,,
220,2023-02-09,2023,2,1,0,Bike,3,1500,4500,,
221,2023-02-09,2023,2,1,0,Car,1,7500,7500,,
222,2023-02-09,2023,2,1,0,Bike,3,1500,4500,,
223,2023-02-10,2023,2,1,0,Bike,1,2000,2000,,
224,2023-02-10,2023,2,1,0,Bike,2,1500,3000,,
225,2023-02-10,2023,2,1,0,Bike,3,2000,6000,,
226,2023-02-10,2023,2,1,0,Car,1,6000,6000,,
227,2023-02-10,2023,2,1,0,Bike,2,2000,4000,,
228,2023-02-10,2023,2,1,0,Tuk Tuk,1,3500,3500,,
229,2023-02-10,2023,2,1,0,Bike,4,1500,6000,,
230,2023-02-11,2023,2,1,1,Car,2,7000,14000,,
231,2023-02-11,2023,2,1,1,Bike,3,2000,6000,,
232,2023-02-11,2023,2,1,1,Car,3,8500,25500,,
233,2023-02-12,2023,2,1,1,Car,4,8500,34000,,
234,2023-02-12,2023,2,1,1,Bike,3,2500,7500,,
235,2023-02-12,2023,2,1,1,Car,4,8500,34000,,
236,2023-02-12,2023,2,1,1,Car,3,8500,25500,,
237,2023-02-12,2023,2,1,1,Car,2,7000,14000,,
238,2023-02-12,2023,2,1,1,Car,1,7000,7000,,
239,2023-02-12,2023,2,1,1,Tuk Tuk,2,4500,9000,,
240,2023-02-13,2023,2,1,0,Bike,2,2000,4000,,
241,2023-02-13,2023,2,1,0,Car,3,7500,22500,,
242,2023-02-13,2023,2,1,0,Bike,2,1500,3000,,
243,2023-02-13,2023,2,1,0,Bike,2,2000,4000,,
244,2023-02-13,2023,2,1,0,Bike,1,1500,1500,,
245,2023-02-13,2023,2,1,0,Tuk Tuk,3,4000,12000,,
246,2023-02-14,2023,2,1,0,Bike,4,2000,8000,,
247,2023-02-14,2023,2,1,0,Bike,1,2000,2000,,
248,2023-02-14,2023,2,1,0,Bike,3,2000,6000,,
249,2023-02-14,2023,2,1,0,Tuk Tuk,4,4000,16000,,
250,2023-02-14,2023,2,1,0,Car,4,7500,30000,,
251,2023-02-14,2023,2,1,0,Bike,4,1500,6000,,
252,2023-02-15,2023,2,1,0,Car,3,7500,22500,,
253,2023-02-15,2023,2,1,0,Bike,1,1500,1500,,
254,2023-02-15,2023,2,1,0,Bike,1,2000,2000,,
255,2023-02-16,2023,2,1,0,Bike,4,2000,8000,,
256,2023-02-16,2023,2,1,0,Bike,1,1500,1500,,
257,2023-02-16,2023,2,1,0,Tuk Tuk,4,3500,14000,,
258,2023-02-16,2023,2,1,0,Bike,1,1500,1500,,
259,2023-02-16,2023,2,1,0,Bike,1,2000,2000,,
260,2023-02-16,2023,2,1,0,Bike,3,1500,4500,,
261,2023-02-16,2023,2,1,0,Bike,1,1500,1500,,
262,2023-02-16,2023,2,1,0,Car,3,7500,22500,,
263,2023-02-17,2023,2,1,0,Bike,4,1500,6000,,
264,2023-02-17,2023,2,1,0,Bike,2,2000,4000,,
265,2023-02-17,2023,2,1,0,Car,2,7500,15000,,
266,2023-02-17,2023,2,1,0,Bike,2,2000,4000,,
267,2023-02-17,2023,2,1,0,Bike,3,2000,6000,,
268,2023-02-17,2023,2,1,0,Bike,2,1500,3000,,
269,2023-02-17,2023,2,1,0,Bike,2,1500,3000,,
270,2023-02-17,2023,2,1,0,Tuk Tuk,1,4000,4000,,
271,2023-02-18,2023,2,1,1,Tuk Tuk,2,4000,8000,,
272,2023-02-18,2023,2,1,1,Car,4,8500,34000,,
273,2023-02-18,2023,2,1,1,Car,2,8000,16000,,
274,2023-02-18,2023,2,1,1,Car,1,8500,8500,,
275,2023-02-18,2023,2,1,1,Bike,2,2000,4000,,
276,2023-02-18,2023,2,1,1,Car,2,8500,17000,,
277,2023-02-19,2023,2,1,1,Car,1,8500,8500,,
278,2023-02-19,2023,2,1,1,Car,3,8500,25500,,
279,2023-02-20,2023,2,1,0,Bike,4,1500,6000,,
280,2023-02-20,2023,2,1,0,Bike,1,2000,2000,,
281,2023-02-20,2023,2,1,0,Bike,4,1500,6000,,
282,2023-02-20,2023,2,1,0,Car,3,7500,22500,,
283,2023-02-21,2023,2,1,0,Bike,2,1500,3000,,
284,2023-02-21,2023,2,1,0,Bike,4,1500,6000,,
285,2023-02-21,2023,2,1,0,Car,1,7500,7500,,
286,2023-02-21,2023,2,1,0,Bike,2,1500,3000,,
287,2023-02-21,2023,2,1,0,Bike,1,2000,2000,,
288,2023-02-21,2023,2,1,0,Tuk Tuk,4,3500,14000,,
289,2023-02-21,2023,2,1,0,Bike,2,1500,3000,,
290,2023-02-22,2023,2,1,0,Bike,4,1500,6000,,
291,2023-02-22,2023,2,1,0,Bike,3,2000,6000,,
292,2023-02-22,2023,2,1,0,Bike,4,2000,8000,,
293,2023-02-22,2023,2,1,0,Car,2,7500,15000,,
294,2023-02-22,2023,2,1,0,Bike,1,2000,2000,,
295,2023-02-23,2023,2,1,0,Bike,4,2000,8000,,
296,2023-02-23,2023,2,1,0,Bike,1,1500,1500,,
297,2023-02-23,2023,2,1,0,Car,1,7500,7500,,
298,2023-02-23,2023,2,1,0,Bike,1,2000,2000,,
299,2023-02-23,2023,2,1,0,Bike,2,1500,3000,,
300,2023-02-23,2023,2,1,0,Tuk Tuk,4,3500,14000,,
301,2023-02-24,2023,2,1,0,Bike,3,1500,4500,,
302,2023-02-24,2023,2,1,0,Car,1,7500,7500,,
303,2023-02-24,2023,2,1,0,Bike,3,1500,4500,,
304,2023-02-24,2023,2,1,0,Bike,3,1500,4500,,
305,2023-02-24,2023,2,1,0,Bike,2,2000,4000,,
306,2023-02-25,2023,2,1,1,Car,3,8500,25500,,
307,2023-02-25,2023,2,1,1,Bike,2,2500,5000,,
308,2023-02-25,2023,2,1,1,Car,4,8500,34000,,
309,2023-02-25,2023,2,1,1,Car,4,7000,28000,,
310,2023-02-25,2023,2,1,1,Car,3,8500,25500,,
311,2023-02-25,2023,2,1,1,Car,2,8500,17000,,
312,2023-02-25,2023,2,1,1,Bike,4,2000,8000,,
313,2023-02-25,2023,2,1,1,Tuk Tuk,1,4500,4500,,
314,2023-02-25,2023,2,1,1,Car,1,7000,7000,,
315,2023-02-26,2023,2,1,1,Bike,1,2500,2500,,
316,2023-02-26,2023,2,1,1,Car,4,8500,34000,,
317,2023-02-26,2023,2,1,1,Car,2,8500,17000,,
318,2023-02-26,2023,2,1,1,Car,1,8500,8500,,
319,2023-02-26,2023,2,1,1,Tuk Tuk,2,4500,9000,,
320,2023-02-26,2023,2,1,1,Car,3,8500,25500,,
321,2023-02-26,2023,2,1,1,Car,1,8500,8500,,
322,2023-02-27,2023,2,1,0,Car,3,7500,22500,,
323,2023-02-27,2023,2,1,0,Bike,3,2000,6000,,
324,2023-02-27,2023,2,1,0,Bike,2,2000,4000,,
325,2023-02-28,2023,2,1,0,Bike,2,2000,4000,,
326,2023-02-28,2023,2,1,0,Bike,4,2000,8000,,
327,2023-02-28,2023,2,1,0,Bike,3,2000,6000,,
328,2023-02-28,2023,2,1,0,Tuk Tuk,3,4000,12000,,
329,2023-02-28,2023,2,1,0,Bike,1,1500,1500,,
330,2023-02-28,2023,2,1,0,Bike,2,1500,3000,,
331,2023-02-28,2023,2,1,0,Car,3,7500,22500,,
332,2023-02-28,2023,2,1,0,Bike,1,2000,2000,,
333,2023-03-01,2023,3,1,0,Bike,4,1500,6000,,
334,2023-03-01,2023,3,1,0,Tuk Tuk,1,4000,4000,,
335,2023-03-01,2023,3,1,0,Bike,1,2000,2000,,
336,2023-03-01,2023,3,1,0,Bike,4,1500,6000,,
337,2023-03-01,2023,3,1,0,Bike,1,1500,1500,,
338,2023-03-01,2023,3,1,0,Bike,2,1500,3000,,
339,2023-03-01,2023,3,1,0,Car,2,7000,14000,,
340,2023-03-02,2023,3,1,0,Bike,4,2000,8000,,
341,2023-03-02,2023,3,1,0,Bike,2,1500,3000,,
342,2023-03-02,2023,3,1,0,Car,3,7000,21000,,
343,2023-03-02,2023,3,1,0,Bike,1,2000,2000,,
344,2023-03-03,2023,3,1,0,Bike,1,2000,2000,,
345,2023-03-03,2023,3,1,0,Bike,4,1500,6000,,
346,2023-03-04,2023,3,1,1,Tuk Tuk,2,4500,9000,,
347,2023-03-04,2023,3,1,1,Car,3,8000,24000,,
348,2023-03-04,2023,3,1,1,Bike,4,2000,8000,,
349,2023-03-04,2023,3,1,1,Car,4,8000,32000,,
350,2023-03-04,2023,3,1,1,Car,4,6500,26000,,
351,2023-03-04,2023,3,1,1,Car,2,6500,13000,,
352,2023-03-05,2023,3,1,1,Car,3,6500,19500,,
353,2023-03-05,2023,3,1,1,Tuk Tuk,2,3500,7000,,
354,2023-03-05,2023,3,1,1,Car,2,8000,16000,,
355,2023-03-05,2023,3,1,1,Bike,1,2000,2000,,
356,2023-03-05,2023,3,1,1,Bike,3,2000,6000,,
357,2023-03-05,2023,3,1,1,Car,2,8000,16000,,
358,2023-03-05,2023,3,1,1,Car,3,8000,24000,,
359,2023-03-05,2023,3,1,1,Car,3,8000,24000,,
360,2023-03-05,2023,3,1,1,Car,2,8000,16000,,
361,2023-03-05,2023,3,1,1,Car,4,8000,32000,,
362,2023-03-06,2023,3,1,0,Car,3,5500,16500,,
363,2023-03-06,2023,3,1,0,Bike,2,1500,3000,,
364,2023-03-06,2023,3,1,0,Bike,3,2000,6000,,
365,2023-03-06,2023,3,1,0,Bike,3,1500,4500,,
366,2023-03-06,2023,3,1,0,Bike,3,1500,4500,,
367,2023-03-07,2023,3,1,0,Bike,2,2000,4000,,
368,2023-03-07,2023,3,1,0,Tuk Tuk,3,4000,12000,,
369,2023-03-07,2023,3,1,0,Car,3,7000,21000,,
370,2023-03-07,2023,3,1,0,Bike,3,2000,6000,,
371,2023-03-07,2023,3,1,0,Bike,2,1500,3000,,
372,2023-03-07,2023,3,1,0,Bike,2,2000,4000,,
373,2023-03-07,2023,3,1,0,Bike,1,2000,2000,,
374,2023-03-08,2023,3,1,0,Car,1,7000,7000,,
375,2023-03-08,2023,3,1,0,Bike,1,2000,2000,,
376,2023-03-08,2023,3,1,0,Bike,2,2000,4000,,
377,2023-03-09,2023,3,1,0,Bike,4,1500,6000,,
378,2023-03-09,2023,3,1,0,Bike,2,1500,3000,,
379,2023-03-09,2023,3,1,0,Car,2,7000,14000,,
380,2023-03-09,2023,3,1,0,Tuk Tuk,4,3000,12000,,
381,2023-03-09,2023,3,1,0,Bike,4,2000,8000,,
382,2023-03-09,2023,3,1,0,Bike,1,2000,2000,,
383,2023-03-10,2023,3,1,0,Bike,3,2000,6000,,
384,2023-03-10,2023,3,1,0,Bike,1,1500,1500,,
385,2023-03-10,2023,3,1,0,Bike,3,2000,6000,,
386,2023-03-10,2023,3,1,0,Car,3,5500,16500,,
387,2023-03-11,2023,3,1,1,Car,1,8000,8000,,
388,2023-03-11,2023,3,1,1,Car,2,8000,16000,,
389,2023-03-11,2023,3,1,1,Car,1,8000,8000,,
390,2023-03-11,2023,3,1,1,Tuk Tuk,2,4500,9000,,
391,2023-03-11,2023,3,1,1,Car,3,6500,19500,,
392,2023-03-11,2023,3,1,1,Car,2,8000,16000,,
393,2023-03-11,2023,3,1,1,Car,1,8000,8000,,
394,2023-03-11,2023,3,1,1,Bike,1,2000,2000,,
395,2023-03-12,2023,3,1,1,Car,1,8000,8000,,
396,2023-03-12,2023,3,1,1,Bike,1,2000,2000,,
397,2023-03-12,2023,3,1,1,Car,3,8000,24000,,
398,2023-03-12,2023,3,1,1,Car,1,8000,8000,,
399,2023-03-13,2023,3,1,0,Bike,3,1500,4500,,
400,2023-03-13,2023,3,1,0,Car,1,7000,7000,,
401,2023-03-13,2023,3,1,0,Bike,1,1500,1500,,
402,2023-03-13,2023,3,1,0,Tuk Tuk,1,4000,4000,,
403,2023-03-13,2023,3,1,0,Bike,2,2000,4000,,
404,2023-03-13,2023,3,1,0,Bike,3,1500,4500,,
405,2023-03-14,2023,3,1,0,Bike,3,1500,4500,,
406,2023-03-14,2023,3,1,0,Car,2,5500,11000,,
407,2023-03-14,2023,3,1,0,Bike,2,2000,4000,,
408,2023-03-14,2023,3,1,0,Bike,2,1500,3000,,
409,2023-03-15,2023,3,1,0,Bike,3,1500,4500,,
410,2023-03-15,2023,3,1,0,Car,3,5500,16500,,
411,2023-03-15,2023,3,1,0,Bike,4,1500,6000,,
412,2023-03-15,2023,3,1,0,Bike,4,2000,8000,,
413,2023-03-15,2023,3,1,0,Bike,1,1500,1500,,
414,2023-03-16,2023,3,1,0,Bike,3,1500,4500,,
415,2023-03-17,2023,3,1,0,Bike,2,2000,4000,,
416,2023-03-17,2023,3,1,0,Bike,1,1500,1500,,
417,2023-03-17,2023,3,1,0,Bike,1,2000,2000,,
418,2023-03-17,2023,3,1,0,Car,4,5500,22000,,
419,2023-03-17,2023,3,1,0,Bike,4,2000,8000,,
420,2023-03-17,2023,3,1,0,Car,1,7000,7000,,
421,2023-03-17,2023,3,1,0,Bike,4,1500,6000,,
422,2023-03-17,2023,3,1,0,Tuk Tuk,1,3000,3000,,
423,2023-03-17,2023,3,1,0,Bike,2,1500,3000,,
424,2023-03-18,2023,3,1,1,Bike,3,2000,6000,,
425,2023-03-18,2023,3,1,1,Car,3,6500,19500,,
426,2023-03-18,2023,3,1,1,Car,3,6500,19500,,
427,2023-03-18,2023,3,1,1,Car,4,6500,26000,,
428,2023-03-18,2023,3,1,1,Car,4,6500,26000,,
429,2023-03-19,2023,3,1,1,Car,4,6500,26000,,
430,2023-03-19,2023,3,1,1,Car,4,8000,32000,,
431,2023-03-20,2023,3,1,0,Bike,4,2000,8000,,
